Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A833484,Vanessa,4/30/2021 14:34,4/30/2021 14:34,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Rat Terrier Mix,White/Brown
A833483,Coco,4/30/2021 14:34,4/30/2021 14:34,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull,Brown
A833479,Garth,4/30/2021 13:17,4/30/2021 13:17,5207 Brodie Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby
A832600,,4/30/2021 12:53,4/30/2021 12:53,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn/Black
A833477,*Charlie,4/30/2021 12:46,4/30/2021 12:46,1900 Albury Cove in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White
A833475,,4/30/2021 12:09,4/30/2021 12:09,1601 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A699336,*Ranger,4/30/2021 11:28,4/30/2021 11:28,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Chihuahua Shorthair/Jack Russell Terrier,Black
A833467,,4/30/2021 10:56,4/30/2021 10:56,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A833470,,4/30/2021 10:56,4/30/2021 10:56,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie
A833469,,4/30/2021 10:56,4/30/2021 10:56,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A833468,,4/30/2021 10:56,4/30/2021 10:56,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie
A833466,*Hawk,4/30/2021 10:44,4/30/2021 10:44,1100 Congress Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/American Pit Bull Terrier,Brown
A831798,Lilo,4/30/2021 10:30,4/30/2021 10:30,14022 North Us 183 Highway in Austin (TX),Public Assist,Normal,Cat,Unknown,2 years,Siamese,Tortie
A833465,,4/30/2021 10:08,4/30/2021 10:08,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Dachshund,Tan
A833464,,4/30/2021 10:03,4/30/2021 10:03,1119 Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair,Tan/White
A833456,,4/30/2021 8:31,4/30/2021 8:31,7707 South Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby
A833454,,4/30/2021 8:19,4/30/2021 8:19,1817 East Oltorf Street in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Bull Terrier,Black/White
A833460,,4/30/2021 7:59,4/30/2021 7:59,2108 Bluenonnet in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,3 months,Jack Russell Terrier/Chihuahua Longhair,Tan/White
A833455,Oreo,4/29/2021 22:55,4/29/2021 22:55,2022 E Slaughter Ln Apt 6103 in Austin (TX),Public Assist,Injured,Cat,Intact Male,11 months,Domestic Shorthair,White/Black
A833452,Frizzy,4/29/2021 19:20,4/29/2021 19:20,714 Turtle Creek Blvd Apt 145 in Austin (TX),Public Assist,Sick,Dog,Intact Male,12 years,Miniature Schnauzer Mix,Brown/Black
A833447,*Fred,4/29/2021 17:56,4/29/2021 17:56,10000 Old Lockhart Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A833448,*Ethel,4/29/2021 17:56,4/29/2021 17:56,10000 Old Lockhart Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A833445,*Lucy,4/29/2021 17:56,4/29/2021 17:56,10000 Old Lockhart Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black
A833446,*Ricky,4/29/2021 17:56,4/29/2021 17:56,10000 Old Lockhart Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White
A833439,,4/29/2021 17:26,4/29/2021 17:26,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,9 months,Domestic Shorthair,White/Gray Tabby
A833443,,4/29/2021 17:26,4/29/2021 17:26,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Female,1 week,Domestic Shorthair,Gray Tabby
A833444,,4/29/2021 17:26,4/29/2021 17:26,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,Black/White
A833440,,4/29/2021 17:26,4/29/2021 17:26,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,White/Gray Tabby
A833442,,4/29/2021 17:26,4/29/2021 17:26,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,Gray Tabby
A833441,,4/29/2021 17:26,4/29/2021 17:26,7201 Levander Loop in Austin (TX),Abandoned,Nursing,Cat,Intact Male,1 week,Domestic Shorthair,Gray Tabby
A833437,Oreo,4/29/2021 17:01,4/29/2021 17:01,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,15 years,Domestic Shorthair,Black/White
A833438,Peyton,4/29/2021 17:01,4/29/2021 17:01,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,15 years,Domestic Shorthair,White/Brown Tabby
A833436,*Minnow,4/29/2021 16:51,4/29/2021 16:51,1509 Fort Dessau Road in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Chinese Sharpei,Buff
A833434,,4/29/2021 15:48,4/29/2021 15:48,9628 Chukar Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White
A833432,,4/29/2021 15:48,4/29/2021 15:48,9628 Chukar Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby
A833433,,4/29/2021 15:48,4/29/2021 15:48,9628 Chukar Circle in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A833431,,4/29/2021 15:45,4/29/2021 15:45,9009 Great Hills Trail in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Brown
A833430,,4/29/2021 15:29,4/29/2021 15:29,South Congress Street And First Street in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Miniature Pinscher Mix,Black/Tan
A833425,Toby,4/29/2021 14:59,4/29/2021 14:59,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair,White/Black
A833426,Molly,4/29/2021 14:59,4/29/2021 14:59,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair,Tan
A810294,Canelo,4/29/2021 14:36,4/29/2021 14:36,6800 Lucy in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Brown/White
A833420,*Quark,4/29/2021 13:47,4/29/2021 13:47,3701 Quick Hill Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever,White/Brown
A833416,,4/29/2021 13:05,4/29/2021 13:05,15000 Maha Road in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,White/Black
A833415,*Leo,4/29/2021 12:44,4/29/2021 12:44,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Labrador Retriever,Tan/White
A833414,*Libra,4/29/2021 12:44,4/29/2021 12:44,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Labrador Retriever,Black/White
A833413,Gemma,4/29/2021 12:20,4/29/2021 12:20,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,German Shepherd,Black/Tan
A833410,*Threepio,4/29/2021 12:05,4/29/2021 12:05,4910 Oldfort Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black Brindle
A833409,*Artoo,4/29/2021 12:05,4/29/2021 12:05,4910 Oldfort Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A833389,*Jackson,4/29/2021 11:58,4/29/2021 11:58,Barbergale St in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Great Dane,Brown/Black
A833402,*Caspian,4/29/2021 11:43,4/29/2021 11:43,Great Falls Dr in Travis (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Gray
A833408,Pablo,4/29/2021 11:42,4/29/2021 11:42,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Siberian Husky,Black/White
A833405,,4/29/2021 11:34,4/29/2021 11:34,1601 East 10Th Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier Mix,Tan
A833407,Uzi,4/29/2021 11:34,4/29/2021 11:34,290 And Berkman in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever,Black
A833404,*Taffy,4/29/2021 11:34,4/29/2021 11:34,10015 Lake Creek Parkway in Austin (TX),Stray,Sick,Dog,Intact Female,4 months,Pit Bull,Brown/White
A833397,,4/29/2021 10:52,4/29/2021 10:52,7201 Levander Loop in Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico
A833398,,4/29/2021 10:52,4/29/2021 10:52,7201 Levander Loop in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair,Gray Tabby
A833396,,4/29/2021 10:52,4/29/2021 10:52,7201 Levander Loop in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby
A833399,,4/29/2021 10:52,4/29/2021 10:52,7201 Levander Loop in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby
A833400,,4/29/2021 10:52,4/29/2021 10:52,7201 Levander Loop in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair,Black
A833395,,4/29/2021 10:52,4/29/2021 10:52,7201 Levander Loop in Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie
A833392,*Opal,4/29/2021 10:29,4/29/2021 10:29,12000 Charm Circle in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Pit Bull,White
A833391,,4/29/2021 10:19,4/29/2021 10:19,1102 Manlove Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A832041,Tiny,4/29/2021 9:33,4/29/2021 9:33,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A833385,Zeus,4/29/2021 9:13,4/29/2021 9:13,4618 E 7Th Street in Austin (TX),Stray,Injured,Dog,Neutered Male,6 years,Pit Bull,Gray/White
A833386,,4/29/2021 8:46,4/29/2021 8:46,4813 Red Bluff Rd in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat,Black
A833369,,4/28/2021 16:57,4/28/2021 16:57,127 Bolles Circle in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Medium Hair,Black/White
A833367,Lady,4/28/2021 16:38,4/28/2021 16:38,1156 West Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,American Staffordshire Terrier,Tricolor
A833368,,4/28/2021 16:38,4/28/2021 16:38,1156 West Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Basenji Mix,White/Brown
A833346,,4/28/2021 16:27,4/28/2021 16:27,7701 Shoal Creek Boulevard in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A833366,,4/28/2021 16:24,4/28/2021 16:24,13713 Sugar Bush Pass in Manor (TX),Stray,Injured,Cat,Intact Female,5 years,Domestic Shorthair,Calico
A833795,Fluffy,4/28/2021 15:59,4/28/2021 15:59,Austin (TX),Stray,Injured,Cat,Neutered Male,5 months,Domestic Shorthair,White
A833364,,4/28/2021 15:57,4/28/2021 15:57,1102 Manlove Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby/White
A833363,*Shortz,4/28/2021 15:57,4/28/2021 15:57,1102 Manlove Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black/White
A713025,Ducky,4/28/2021 15:45,4/28/2021 15:45,Purple Sage in Austin (TX),Stray,Injured,Dog,Intact Male,7 years,Boxer,Brown/Black
A831964,Patel,4/28/2021 15:29,4/28/2021 15:29,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 months,Domestic Shorthair,Black
A833356,Misty,4/28/2021 15:04,4/28/2021 15:04,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,16 years,Domestic Medium Hair,Calico
A833357,B.B.,4/28/2021 15:04,4/28/2021 15:04,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,18 years,Domestic Shorthair,Black
A833350,,4/28/2021 14:52,4/28/2021 14:52,4801 Turnstone Drive in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair,Black
A833348,Jace,4/28/2021 13:34,4/28/2021 13:34,Golden Quail Drive And Cripple Creek in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Yellow/White
A833347,Titan,4/28/2021 12:52,4/28/2021 12:52,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Siberian Husky Mix,Black/White
A833340,,4/28/2021 11:59,4/28/2021 11:59,Old San Antonio Road in Travis (TX),Stray,Normal,Other,Unknown,2 years,Rabbit Sh,Orange/White
A833339,Fifi,4/28/2021 11:57,4/28/2021 11:57,1202 Watermelon Way in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Bullmastiff Mix,Tan/Black
A831516,Boogie Bear,4/28/2021 11:36,4/28/2021 11:36,46Th And Airport in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,German Shepherd/Labrador Retriever,White
A833321,Jax,4/28/2021 11:32,4/28/2021 11:32,14000 Big Sandy Cove in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,6 months,German Shepherd,Brown Brindle
A833336,Diablo,4/28/2021 11:29,4/28/2021 11:29,1204 Watermelon Way in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd,Black/Tan
A833335,Oso,4/28/2021 11:24,4/28/2021 11:24,1204 Watermelon Way in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Kuvasz Mix,White
A833331,Buster,4/28/2021 11:06,4/28/2021 11:06,21702 Quail Valley Court in Travis (TX),Public Assist,Normal,Dog,Intact Male,16 years,Dachshund,Black/Brown
A811437,Canelo,4/28/2021 10:59,4/28/2021 10:59,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,Red
A833332,,4/28/2021 10:55,4/28/2021 10:55,2421 Chateau Village Way in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie/White
A833333,,4/28/2021 10:55,4/28/2021 10:55,2421 Chateau Village Way in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie/White
A833329,,4/28/2021 10:55,4/28/2021 10:55,2421 Chateau Village Way in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue/White
A833330,,4/28/2021 10:55,4/28/2021 10:55,2421 Chateau Village Way in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A833328,,4/28/2021 10:50,4/28/2021 10:50,13911 Cambourne Drive in Travis (TX),Stray,Normal,Dog,Intact Female,4 years,Beagle Mix,Black
A833326,,4/28/2021 8:52,4/28/2021 8:52,5600 Ed Bluestein in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Cream Tabby/White
A833315,*Taffy,4/28/2021 7:47,4/28/2021 7:47,8805 North Plaza in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue Tabby/White
A833180,,4/27/2021 20:46,4/27/2021 20:46,1910 Boulding Avenue in Austin (TX),Stray,Behavior,Cat,Intact Female,2 years,Domestic Shorthair,Gray Tabby
A823189,Deebo,4/27/2021 20:29,4/27/2021 20:29,1071 Clayton in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull,Fawn/White
A723702,Archer,4/27/2021 19:21,4/27/2021 19:21,4410 Avenue F in Austin (TX),Public Assist,Normal,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Blue Tabby
A833308,,4/27/2021 17:26,4/27/2021 17:26,1156 West Cesar Chavez Street in Austin (TX),Abandoned,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Gray/White
A833310,,4/27/2021 17:26,4/27/2021 17:26,1156 West Cesar Chavez Street in Austin (TX),Abandoned,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White
A827990,*Sky,4/27/2021 17:18,4/27/2021 17:18,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,German Shorthair Pointer/American Pit Bull Terrier,Liver/Blue
A832742,Lady,4/27/2021 16:46,4/27/2021 16:46,2803 Lafayette in Austin (TX),Stray,Normal,Cat,Intact Female,13 years,Domestic Longhair,Orange Tabby
A833307,Felipe,4/27/2021 16:45,4/27/2021 16:45,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Guinea Pig,Tricolor
A833306,Pimpon,4/27/2021 16:45,4/27/2021 16:45,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Guinea Pig,Tricolor
A833300,281 G,4/27/2021 15:58,4/27/2021 15:58,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Calico
A833301,314 G,4/27/2021 15:58,4/27/2021 15:58,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair,White
A833298,Keke,4/27/2021 15:36,4/27/2021 15:36,Mopac And Brodie in Austin (TX),Stray,Sick,Dog,Intact Female,6 years,Pit Bull,White/Brown
A833288,*Ginger,4/27/2021 13:59,4/27/2021 13:59,Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair,Black
A833281,*Poblano,4/27/2021 13:39,4/27/2021 13:39,1205 Harvey Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/White
A833286,*Piri Piri,4/27/2021 13:39,4/27/2021 13:39,1205 Harvey Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby/White
A833284,*Cayenne,4/27/2021 13:39,4/27/2021 13:39,1205 Harvey Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black
A833287,*Habanero,4/27/2021 13:39,4/27/2021 13:39,1205 Harvey Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby/White
A833282,*Serrano,4/27/2021 13:39,4/27/2021 13:39,1205 Harvey Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/White
A833276,Alena,4/27/2021 12:25,4/27/2021 12:25,13500 Abrahamson Road in Manor (TX),Stray,Normal,Dog,Spayed Female,13 years,Pit Bull Mix,Black
A833280,Blue,4/27/2021 12:03,4/27/2021 12:03,7006 Meador in Austin (TX),Stray,Injured,Dog,Neutered Male,1 year,Labrador Retriever,Red
A833275,Vi,4/27/2021 11:47,4/27/2021 11:47,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Boxer Mix,Red/White
A833272,,4/27/2021 11:12,4/27/2021 11:12,5Th Street And Shady Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A833230,,4/27/2021 10:48,4/27/2021 10:48,12707 Pond Woods Road in Austin (TX),Stray,Feral,Cat,Intact Male,2 years,Domestic Medium Hair,Cream/White
A833263,*Big Mama,4/27/2021 10:36,4/27/2021 10:36,I 35 And 183 in Austin (TX),Stray,Nursing,Dog,Intact Female,2 years,American Bulldog/American Staffordshire Terrier,White/Black
A833269,*T-Bone,4/27/2021 10:33,4/27/2021 10:33,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1 month,Pit Bull,Fawn/White
A833256,,4/26/2021 19:57,4/26/2021 19:57,1801 South Mopac Expressway in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A833254,,4/26/2021 19:54,4/26/2021 19:54,615 Wonsley in Austin (TX),Stray,Injured,Cat,Unknown,1 year,Domestic Shorthair,Gray Tabby
A833255,*Beck,4/26/2021 19:20,4/26/2021 19:20,6400 Conestoga Wagon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Bull Terrier Mix,White
A833251,Macado,4/26/2021 17:29,4/26/2021 17:29,1206 Singleton in Austin (TX),Stray,Sick,Cat,Neutered Male,5 years,Domestic Shorthair,Blue
A833250,,4/26/2021 17:20,4/26/2021 17:20,Eva Street in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue Tabby
A833243,,4/26/2021 16:16,4/26/2021 16:16,2211 Patsy in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Alaskan Husky Mix,Black/White
A833242,,4/26/2021 16:16,4/26/2021 16:16,2211 Patsy in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Alaskan Husky Mix,Black/White
A833244,,4/26/2021 16:14,4/26/2021 16:14,11908 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby
A833246,,4/26/2021 16:14,4/26/2021 16:14,11908 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Cream Tabby
A833245,,4/26/2021 16:14,4/26/2021 16:14,11908 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Cream Tabby
A830502,*Tootsie,4/26/2021 15:55,4/26/2021 15:55,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 months,Boxer Mix,Tricolor
A833239,*Sprout,4/26/2021 15:34,4/26/2021 15:34,7001 Astro View Drive in Austin (TX),Stray,Injured,Dog,Intact Female,9 months,Pit Bull,White
A833240,Ash,4/26/2021 15:27,4/26/2021 15:27,1601 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Shorthair,Gray
A833238,Cairo - Event,4/26/2021 15:17,4/26/2021 15:17,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Great Pyrenees,White
A822659,Buddy,4/26/2021 15:10,4/26/2021 15:10,780 Bastrop Highway Lot 16 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull/Labrador Retriever,Black
A829814,*Ki,4/26/2021 15:03,4/26/2021 15:03,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull,Tan
A833236,,4/26/2021 14:57,4/26/2021 14:57,127 Bolles in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White
A833234,*Alexis,4/26/2021 14:57,4/26/2021 14:57,127 Bolles in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico
A833233,*David,4/26/2021 14:57,4/26/2021 14:57,127 Bolles in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby/White
A833235,*Moira,4/26/2021 14:57,4/26/2021 14:57,127 Bolles in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black/White
A833232,*Johnny,4/26/2021 14:57,4/26/2021 14:57,127 Bolles in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby/White
A824084,*Kingston,4/26/2021 14:43,4/26/2021 14:43,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull,Blue/White
A833223,Zozo,4/26/2021 13:37,4/26/2021 13:37,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 months,Staffordshire/Australian Cattle Dog,White/Red Tick
A833220,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A833227,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Gray Tabby
A833216,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby
A833228,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Gray Tabby
A833219,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie
A833229,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Gray Tabby
A833217,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Gray Tabby
A833215,,4/26/2021 12:54,4/26/2021 12:54,124 West Anderson Lane in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Siamese Mix,Lilac Point
